technique,score_threshold_rule,truth_threshold_rule,average_score,tp,fp,tn,fn,accuracy,precision,recall,f1
inference_based,mean_minus_15pct,mean,0.10838709677418844,3799,5321,1649,4731,0.3514838709677419,0.41655701754385965,0.445369284876905,0.4304815864022663
inference_based,mean_minus_15pct,mean_minus_5pct,0.10838709677418844,5059,4061,849,5531,0.38116129032258067,0.5547149122807018,0.4777148253068933,0.5133434804667683
inference_based,mean_minus_15pct,mean_minus_10pct,0.10838709677418844,6239,2881,379,6001,0.42696774193548387,0.6841008771929824,0.5097222222222222,0.5841760299625468
inference_based,mean_minus_15pct,mean_minus_15pct,0.10838709677418844,7202,1918,162,6218,0.4750967741935484,0.7896929824561404,0.536661698956781,0.6390417036379769
inference_based,mean_minus_15pct,mean_minus_16pct,0.10838709677418844,7373,1747,148,6232,0.4852258064516129,0.8084429824561403,0.5419331128261669,0.648888888888889
inference_based,mean_minus_16pct,mean,0.10838709677418844,3799,5321,1649,4731,0.3514838709677419,0.41655701754385965,0.445369284876905,0.4304815864022663
inference_based,mean_minus_16pct,mean_minus_5pct,0.10838709677418844,5059,4061,849,5531,0.38116129032258067,0.5547149122807018,0.4777148253068933,0.5133434804667683
inference_based,mean_minus_16pct,mean_minus_10pct,0.10838709677418844,6239,2881,379,6001,0.42696774193548387,0.6841008771929824,0.5097222222222222,0.5841760299625468
inference_based,mean_minus_16pct,mean_minus_15pct,0.10838709677418844,7202,1918,162,6218,0.4750967741935484,0.7896929824561404,0.536661698956781,0.6390417036379769
inference_based,mean_minus_16pct,mean_minus_16pct,0.10838709677418844,7373,1747,148,6232,0.4852258064516129,0.8084429824561403,0.5419331128261669,0.648888888888889
semantic_based,mean,mean,0.8679494451612867,5254,2746,4224,3276,0.6114838709677419,0.65675,0.6159437280187573,0.6356926799758016
semantic_based,mean,mean_minus_5pct,0.8679494451612867,6302,1698,3212,4288,0.6138064516129033,0.78775,0.5950897072710104,0.6779989241527703
semantic_based,mean,mean_minus_10pct,0.8679494451612867,7042,958,2302,5198,0.6028387096774194,0.88025,0.5753267973856209,0.6958498023715415
semantic_based,mean,mean_minus_15pct,0.8679494451612867,7476,524,1556,5944,0.5827096774193549,0.9345,0.5570789865871834,0.6980392156862746
semantic_based,mean,mean_minus_16pct,0.8679494451612867,7537,463,1432,6068,0.5786451612903226,0.942125,0.5539875045938993,0.697708863688961
semantic_based,mean_minus_5pct,mean,0.8679494451612867,7457,4063,2907,1073,0.6686451612903226,0.6473090277777778,0.8742086752637749,0.7438403990024937
